,Titr,URL
180,Air Canada Enters in,https://www.newswire.ca/news-releases/air-canada-enters-into-definitive-agreements-to-acquire-the-aeroplan-loyalty-program-and-for-co-branded-credit-card-partners-701236461.html
181,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-host-2019-investor-day-on-february-28th-in-toronto-700363461.html
182,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-scotiabank-transportation--industrials-conference-2018-700149671.html
183,Canadian Talent Choo,https://www.newswire.ca/news-releases/canadian-talent-choosing-air-canada-airline-named-one-of-canadas-top-100-employers-for-the-sixth-consecutive-year-700140082.html
184,Play in the Coolest ,https://www.newswire.ca/news-releases/play-in-the-coolest-playground-with-air-canada-vacations-new-2019-canada-collection-699809481.html
185,Air Canada Proudly F,https://www.newswire.ca/news-releases/air-canada-proudly-flies-the-flag-in-support-of-calgarys-bid-for-the-2026-olympic-and-paralympic-winter-games-699650651.html
186,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-maintenance-invites-you-to-participate-in-young-women-in-aviation-day-699293261.html
187,Air Canada Reports T,https://www.newswire.ca/news-releases/air-canada-reports-third-quarter-2018-results-699121121.html
188,Air Canada Inaugurat,https://www.newswire.ca/news-releases/air-canada-inaugurates-two-new-transborder-routes-from-alberta-698840781.html
189,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-canadas-best-new-restaurants-2018-698668421.html
190,Air Canada To Open N,https://www.newswire.ca/news-releases/air-canada-to-open-new-facility-for-ground-support-equipment-services-and-cargo-at-edmonton-international-airport-698552951.html
191,Air Canada Welcomes ,https://www.newswire.ca/news-releases/air-canada-welcomes-the-launch-by-the-city-of-montreal-of-the-cabinet-creatif-de-montreal-in-support-of-small-business-development-programs-698521211.html
192,Air Canada Partners ,https://www.newswire.ca/news-releases/air-canada-partners-with-winding-tree-on-a-blockchain-based-travel-distribution-platform-698409851.html
193,Air Canada Expands i,https://www.newswire.ca/news-releases/air-canada-expands-its-presence-in-north-carolina-with-a-new-route-and-enhanced-services-to-raleigh-and-charlotte-698398311.html
194,Air Canada to Increa,https://www.newswire.ca/news-releases/air-canada-to-increase-yvr-delhi-flights-to-daily-year-round-expands-dreamliner-service-from-yvr-to-several-international-destinations-in-summer-2019-696921811.html
195,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-third-quarter-2018-results-696587871.html
196,Taste The Fine Wine ,https://www.newswire.ca/news-releases/taste-the-fine-wine-of-the-bordeaux-region-with-air-canadas-new-seasonal-service-from-montreal-695009551.html
197,Take A Waltz From To,https://www.newswire.ca/news-releases/take-a-waltz-from-toronto-to-vienna-with-air-canadas-new-service-to-austrias-capital-695006551.html
198,Air Canada Commends ,https://www.newswire.ca/news-releases/air-canada-commends-the-governments-of-canada-the-united-states-and-mexico-on-reaching-a-new-trade-agreement-694890061.html
199,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-top-10-for-canadas-best-new-bars-2018-694771811.html
200,Air Canada President,https://www.newswire.ca/news-releases/air-canada-president-and-chief-executive-calin-rovinescu-given-ceo-lifetime-achievement-award-by-the-airline-passenger-experience-association-694159871.html
201,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-cibc-17th-annual-eastern-institutional-investor-conference-693471231.html
202,Air Canada Unveils N,https://www.newswire.ca/news-releases/air-canada-unveils-new-maple-leaf-lounge-at-saskatoons-john-g-diefenbaker-international-airport-693235961.html
203,Air Canada Affirmed ,https://www.newswire.ca/news-releases/air-canada-affirmed-as-north-americas-only-four-star-full-service-international-carrier-by-the-independent-research-firm-skytrax-693152931.html
204,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-unveil-new-maple-leaf-lounge-at-saskatoon-john-g-diefenbaker-international-airport-693142891.html
205,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-unveil-new-maple-leaf-lounge-at-saskatoon-john-g-diefenbaker-international-airport-692864371.html
206,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-appointment-of-ferio-pugliese-as-senior-vice-president-government-relations-and-regional-markets-691656251.html
207,Air Canada Expands A,https://www.newswire.ca/news-releases/air-canada-expands-acceptance-of-alipay-and-wechat-pay-to-north-american-and-hong-kong-websites-691354001.html
208,"Air Canada, TD, CIBC",https://www.newswire.ca/news-releases/air-canada-td-cibc-visa-and-aimia-reach-agreement-in-principle-for-acquisition-of-aeroplan-loyalty-business-691341691.html
209,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-cowen-and-company-11th-annual-global-transportation-conference-691282101.html
210,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-departure-of-benjamin-smith-president-airlines-and-chief-operating-officer-691041621.html
211,Transporting Live An,https://www.newswire.ca/news-releases/transporting-live-animals-air-canada-cargos-position-as-an-industry-leader-reinforced-with-iata-certification-690482531.html
212,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-longlist-for-canadas-best-new-restaurants-2018-690467081.html
213,Air Canada Sets New ,https://www.newswire.ca/news-releases/air-canada-sets-new-single-day-record-for-customers-carried-689973881.html
214,Aimia Rejects Bid by,https://www.newswire.ca/news-releases/aimia-rejects-bid-by-air-canada-td-cibc-and-visa-canada-consortium-for-aeroplan-program-689942081.html
215,Air Canada Reports S,https://www.newswire.ca/news-releases/air-canada-reports-second-quarter-2018-results-689320721.html
216,Proposal by Air Cana,https://www.newswire.ca/news-releases/proposal-by-air-canada-td-cibc-and-visa-to-acquire-aimias-aeroplan-loyalty-business-689100461.html
217,Air Canada named Bes,https://www.newswire.ca/news-releases/air-canada-named-best-airline-in-north-america-at-the-skytrax-world-airline-awards-2018-688381551.html
218,Air Canada President,https://www.newswire.ca/news-releases/air-canada-president-and-chief-executive-calin-rovinescu-wins-for-executive-leadership-at-the-2018-airline-strategy-awards-688255701.html
219,Air Canada to Open R,https://www.newswire.ca/news-releases/air-canada-to-open-redesigned-maple-leaf-lounge-at-st-johns-international-airport-this-fall-687893471.html
220,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory----air-canada-to-present-second-quarter-2018-results-687514961.html
221,Air Canada Completes,https://www.newswire.ca/news-releases/air-canada-completes-inauguration-of-25-new-non-stop-international-transborder-and-domestic-routes-this-summer-687114301.html
222,Air Canada Rouge Cel,https://www.newswire.ca/news-releases/air-canada-rouge-celebrates-its-fifth-birthday-686924421.html
223,Air Canada Promotes ,https://www.newswire.ca/news-releases/air-canada-promotes-summer-family-fun-with-enhanced-services-for-customers-travelling-with-young-children-686822311.html
224,Air Canada's New Uni,https://www.newswire.ca/news-releases/air-canadas-new-uniforms-recognized-internationally-for-best-corporate-design-686274131.html
225,Air Canada Inaugurat,https://www.newswire.ca/news-releases/air-canada-inaugurates-three-new-non-stop-domestic-routes-686170991.html
226,Air Canada Inaugurat,https://www.newswire.ca/news-releases/air-canada-inaugurates-montreal-lisbon-portugal-seasonal-flights-685658681.html
227,Air Canada Inaugurat,https://www.newswire.ca/news-releases/air-canada-inaugurates-montreal-bucharest-flights-684954811.html
228,Air Canada Begins Of,https://www.newswire.ca/news-releases/air-canada-begins-offering-satellite-connectivity-on-international-flights-684856041.html
229,Air China and Air Ca,https://www.newswire.ca/news-releases/air-china-and-air-canada-sign-first-china-north-america-airline-joint-venture-684677151.html
230,Air Canada Celebrate,https://www.newswire.ca/news-releases/air-canada-celebrates-the-launch-of-seasonal-service-to-ireland-from-montreal-684413791.html
231,Air Canada Celebrate,https://www.newswire.ca/news-releases/air-canada-celebrates-launch-of-montreal-tokyo-narita-non-stop-flights-684311961.html
232,Air Canada Renews No,https://www.newswire.ca/news-releases/air-canada-renews-normal-course-issuer-bid-and-automatic-share-purchase-plan-683878811.html
233,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-national-bank-financial-8th-annual-quebec-conference-683616541.html
234,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-11th-annual-wolfe-research-global-transportation-conference-682963871.html
235,Air Canada Named One,https://www.newswire.ca/news-releases/air-canada-named-one-of-the-top-five-most-attractive-company-brands-to-work-for-in-canada-682408081.html
236,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-bank-of-america-merrill-lynch-2018-transportation-conference-682388361.html
237,Air Canada Advises C,https://www.newswire.ca/news-releases/air-canada-advises-customers-of-cancellations-and-delays-due-to-the-windstorm-affecting-toronto-pearson-681805061.html
238,Air Canada Operates ,https://www.newswire.ca/news-releases/air-canada-operates-biofuel-flight-from-edmonton-to-san-francisco-681562931.html
239,Air Canada Launches ,https://www.newswire.ca/news-releases/air-canada-launches-daily-non-stop-flights-linking-edmonton-and-san-francisco-681433151.html
240,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-election-of-directors-681403851.html
241,Air Canada Launches ,https://www.newswire.ca/news-releases/air-canada-launches-into-summer-2018-with-the-first-of-25-new-non-stop-routes-beginning-this-season-681398991.html
242,Air Canada to Open M,https://www.newswire.ca/news-releases/air-canada-to-open-maple-leaf-lounge-at-saskatoons-john-g-diefenbaker-international-airport-this-fall-681358211.html
243,Air Canada Reports F,https://www.newswire.ca/news-releases/air-canada-reports-first-quarter-2018-results-681216061.html
244,Air Canada prepared ,https://www.newswire.ca/news-releases/air-canada-prepared-for-potential-labour-disruptions-at-westjet-680944461.html
245,Air Canada to Launch,https://www.newswire.ca/news-releases/air-canada-to-launch-daily-non-stop-montreal-london-ontario-and-montreal-windsor-ontario-flights-680793671.html
246,Air Canada to Save 1,https://www.newswire.ca/news-releases/air-canada-to-save-160-tonnes-of-carbon-on-earth-day-through-innovative-biojet-fuel-project-at-toronto-pearson-airport-680235213.html
247,/R E P E A T -- Medi,https://www.newswire.ca/news-releases/r-e-p-e-a-t----media-advisory---air-canada-participates-in-recognition-event-marking-introduction-of-biojet-fuel-at-toronto-pearson-international-airport-680222453.html
248,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-participates-in-recognition-event-marking-introduction-of-biojet-fuel-at-toronto-pearson-international-airport-680030973.html
249,Air Canada Elevates ,https://www.newswire.ca/news-releases/air-canada-elevates-premium-travel-experience-for-international-and-north-american-customers-679968583.html
250,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-first-quarter-2018-results-679915903.html
251,Gogo's 2Ku Inflight ,https://www.newswire.ca/news-releases/gogos-2ku-inflight-connectivity-solution-selected-by-air-canada-for-its-bombardier-c-series-aircraft-679142193.html
252,Air Canada Unveils E,https://www.newswire.ca/news-releases/air-canada-unveils-expanded-economy-fare-structure-to-satisfy-every-customers-travel-needs-678764513.html
253,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-nomination-of-gary-a-doer-to-its-board-of-directors-678453773.html
254,Air Canada Appoints ,https://www.newswire.ca/news-releases/air-canada-appoints-robert-alan-read-vice-president-airports-for-north-america-678046223.html
255,Air Canada Senior Vi,https://www.newswire.ca/news-releases/air-canada-senior-vice-president-people-culture-arielle-meloul-wechsler-assigned-additional-responsibilities-for-corporate-communications-677390343.html
256,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-desjardins-industrials-telecom-tech--consumer-conference-677107803.html
257,Air Canada Reports C,https://www.newswire.ca/news-releases/air-canada-reports-computer-telecommunications-issues-resolved-and-operations-returning-to-normal-676581083.html
258,Air Canada Salutes a,https://www.newswire.ca/news-releases/air-canada-salutes-and-celebrates-its-women-employees-on-international-womens-day-with-two-all-female-intercontinental-flights-676315033.html
259,Air Canada to Launch,https://www.newswire.ca/news-releases/air-canada-to-launch-daily-seasonal-calgary-palm-springs-and-edmonton-las-vegas-flights-next-winter-676122683.html
260,Air Canada To Launch,https://www.newswire.ca/news-releases/air-canada-to-launch-new-service-to-kauai-double-frequency-of-western-canada-flights-to-hawaii-with-new-boeing-737-max-fleet-676120173.html
261,Air Canada Named One,https://www.newswire.ca/news-releases/air-canada-named-one-of-canadas-best-diversity-employers-for-third-consecutive-year-675668913.html
262,Beyond Borders and t,https://www.newswire.ca/news-releases/beyond-borders-and-the-air-canada-foundation-renew-their-partnership-to-raise-awareness-about-child-sex-tourism-and-trafficking-675391773.html
263,Air Canada Proudly B,https://www.newswire.ca/news-releases/air-canada-proudly-brings-canadas-olympic-athletes-home---competitors-from-pyeongchang-to-arrive-on-february-26-675133843.html
264,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-the-pricing-of-a-canadian-dollar-private-offering-of-enhanced-equipment-trust-certificates-675127923.html
265,Air Canada Proudly B,https://www.newswire.ca/news-releases/air-canada-proudly-brings-canadas-olympic-athletes-home---competitors-from-pyeongchang-to-arrive-on-february-26-675087783.html
266,Air Canada Reports 2,https://www.newswire.ca/news-releases/air-canada-reports-2017-annual-results-674271803.html
267,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-appointment-of-jon-turner-as-vice-president-maintenance-674196573.html
268,Air Canada Named Eco,https://www.newswire.ca/news-releases/air-canada-named-eco-airline-of-the-year-in-air-transport-worlds-2018-annual-airline-industry-achievement-awards-673803093.html
269,Air Canada Shows the,https://www.newswire.ca/news-releases/air-canada-shows-the-world-what-canada-is-made-of-with-new-ad-narrated-by-ryan-reynolds-673553883.html
270,Air Canada Named One,https://www.newswire.ca/news-releases/air-canada-named-one-of-montreals-top-employers-for-fifth-consecutive-year-672205923.html
271,Air Canada Wins Best,https://www.newswire.ca/news-releases/air-canada-wins-best-corporate-sustainability-report-in-the-canadian-transport-sector-for-the-second-consecutive-year-672202303.html
272,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-fourth-quarter-and-full-year-2017-results-671990673.html
273,Air Canada's 787 Dre,https://www.newswire.ca/news-releases/air-canadas-787-dreamliner-non-stop-vancouver-delhi-flights-become-year-round-beginning-june-2018-671774054.html
274,Air Canada to Launch,https://www.newswire.ca/news-releases/air-canada-to-launch-new-domestic-regional-routes-starting-july-2018-671769874.html
275,Air Canada Welcomes ,https://www.newswire.ca/news-releases/air-canada-welcomes-expanded-canada-israel-air-services-agreement-671144333.html
276,Media Advisory: Air ,https://www.newswire.ca/news-releases/media-advisory-air-canada-launches-aircanadacommedia-a-new-resource-for-media-and-web-content-creators-671073143.html
277,Uncover Europe's Hid,https://www.newswire.ca/news-releases/uncover-europes-hidden-gems-with-air-canada-vacations-670691503.html
278,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-senior-vice-president-financial-planning-and-analysis-amos-kazzaz-to-participate-at-the-cibc-21st-annual-whistler-institutional-investor-conference-669743753.html
279,Air Canada Stock Top,https://www.newswire.ca/news-releases/air-canada-stock-top-performer-among-north-american-network-carriers-for-the-second-consecutive-year-in-2017-668952733.html
280,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-altacorp-capital-6th-annual-institutional-investor-conference-668325713.html
281,Air Canada Captures ,https://www.newswire.ca/news-releases/air-canada-captures-the-feeling-of-home-in-new-ad-narrated-by-ryan-reynolds-665469693.html
282,Air Canada's Helpful,https://www.newswire.ca/news-releases/air-canadas-helpful-tips-for-the-peak-holiday-travel-season-traveltips-665148153.html
283,Air Canada Inaugurat,https://www.newswire.ca/news-releases/air-canada-inaugurates-non-stop-flights-to-cartagena-newest-destination-in-ongoing-strategic-international-expansion-664993223.html
284,Air Canada Proudly F,https://www.newswire.ca/news-releases/air-canada-proudly-flies-the-flag-with-renewed-team-canada-olympic-and-paralympic-partnership-664985703.html
285,/R E P E A T -- Medi,https://www.newswire.ca/news-releases/r-e-p-e-a-t----media-advisory---air-canada-to-host-team-canada-celebration-and-make-a-special-announcement-664908863.html
286,Air Canada Launches ,https://www.newswire.ca/news-releases/air-canada-launches-montreal-lima-service-first-year-round-non-stop-south-american-flights-from-montreal-664748603.html
287,Air Canada inaugurat,https://www.newswire.ca/news-releases/air-canada-inaugurates-the-only-non-stop-flights-between-yellowknife-and-vancouver-664597363.html
288,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-host-team-canada-celebration-and-make-a-special-announcement-664391313.html
289,Escape to the Next L,https://www.newswire.ca/news-releases/escape-to-the-next-level-of-luxury-with-air-canada-vacations-664141083.html
290,Air China and Air Ca,https://www.newswire.ca/news-releases/air-china-and-air-canada-expand-strategic-cooperation-strengthening-canada-china-network-in-advance-of-full-joint-venture-663727253.html
291,Air Canada's New Boe,https://www.newswire.ca/news-releases/air-canadas-new-boeing-737-max-enters-regular-service-to-transport-customers-with-next-generation-amenities-663392953.html
292,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-pricing-of-private-offering-of-enhanced-equipment-trust-certificates-662771023.html
293,Donate Aeroplan Mile,https://www.newswire.ca/news-releases/donate-aeroplan-miles-to-the-air-canada-foundation-to-help-children-across-canada-obtain-medical-care-662589883.html
294,G'Day Melbourne; Air,https://www.newswire.ca/news-releases/gday-melbourne-air-canada-inaugurates-the-only-non-stop-flights-from-canada-661539223.html
295,Air Canada Rouge to ,https://www.newswire.ca/news-releases/air-canada-rouge-to-launch-non-stop-montreal-victoria-flights-for-summer-2018-661240093.html
296,Air Canada to Launch,https://www.newswire.ca/news-releases/air-canada-to-launch-new-domestic-routes-for-summer-2018-661239833.html
297,Air Canada to Launch,https://www.newswire.ca/news-releases/air-canada-to-launch-edmonton-to-san-francisco-non-stop-daily-flights-660789903.html
298,Air Canada Expands i,https://www.newswire.ca/news-releases/air-canada-expands-its-north-american-network-with-new-transborder-routes-starting-spring-2018-660735553.html
299,Air Canada Debuts Ex,https://www.newswire.ca/news-releases/air-canada-debuts-exclusive-air-canada-signature-suite-for-premium-international-customers-at-its-toronto-global-hub-660729523.html
300,Air Canada celebrate,https://www.newswire.ca/news-releases/air-canada-celebrates-the-joy-of-coming-home-for-the-holidays-660600593.html
301,Air Canada Offers Al,https://www.newswire.ca/news-releases/air-canada-offers-altitude-members-the-choice-of-complimentary-gogo-wi-fi-660507923.html
302,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-senior-vice-president-financial-planning-and-analysis-amos-kazzaz-to-present-at-the-credit-suisse-5th-annual-industrials-conference-660273813.html
303,Air Canada Customers,https://www.newswire.ca/news-releases/air-canada-customers-can-now-ask-alexa-for-helpful-travel-information-657692033.html
304,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-scotiabank-transportation--aerospace-conference-2017-656639213.html
305,Air Canada Develops ,https://www.newswire.ca/news-releases/air-canada-develops-virtual-reality-experience-to-showcase-its-unique-dreamliner-offering-656410203.html
306,Air Canada and Sky R,https://www.newswire.ca/news-releases/air-canada-and-sky-regional-airlines-conclude-10-year-extension-to-capacity-purchase-agreement-655858653.html
307,Air Canada Named One,https://www.newswire.ca/news-releases/air-canada-named-one-of-canadas-top-100-employers-for-the-fifth-consecutive-year-655846223.html
308,Air Canada Named Bes,https://www.newswire.ca/news-releases/air-canada-named-best-long-haul-airline-in-the-americas-654744583.html
309,Air Canada Expands A,https://www.newswire.ca/news-releases/air-canada-expands-acceptance-of-alternative-payments-for-international-transactions-to-support-global-growth-strategy-654416223.html
310,Air Canada Establish,https://www.newswire.ca/news-releases/air-canada-establishes-automatic-share-purchase-plan-653563213.html
311,Air Canada Reports R,https://www.newswire.ca/news-releases/air-canada-reports-record-third-quarter-2017-results-652989153.html
312,B-ROLL ADVISORY: Air,https://www.newswire.ca/news-releases/b-roll-advisory-air-canada-announces-canadas-best-new-restaurants-2017-651851493.html
313,Air Canada announces,https://www.newswire.ca/news-releases/air-canada-announces-canadas-best-new-restaurants-2017-651720123.html
314,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-third-quarter-2017-results-650454663.html
315,Air Canada partners ,https://www.newswire.ca/news-releases/air-canada-partners-with-amadeus-to-support-international-network-and-improvements-to-customer-experience-649548693.html
316,Air Canada's 2016 Co,https://www.newswire.ca/news-releases/air-canadas-2016-corporate-sustainability-report-affirms-commitment-to-responsible-business-practices-649038233.html
317,Air Canada Expands i,https://www.newswire.ca/news-releases/air-canada-expands-its-global-network-from-montreal-with-new-service-to-bucharest-romania-and-lisbon-portugal-648502553.html
318,Air Canada Expands i,https://www.newswire.ca/news-releases/air-canada-expands-its-global-network-with-new-and-enhanced-services-to-europe-south-america-and-africa-for-summer-2018-648502503.html
319,/R E P E A T -- Glob,https://www.newswire.ca/news-releases/r-e-p-e-a-t----globalmedic--air-canada-supporting-mexico-earthquake-relief-with-hygiene-kits-and-clean-water-648169503.html
320,GlobalMedic & Air Ca,https://www.newswire.ca/news-releases/globalmedic--air-canada-supporting-mexico-earthquake-relief-with-hygiene-kits-and-clean-water-648064503.html
321,Air Canada Unveils N,https://www.newswire.ca/news-releases/air-canada-unveils-new-vancouver-international-maple-leaf-lounge-showcasing-bc-and-canadian-design-and-artwork-647954053.html
322,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-cibc-16th-annual-eastern-institutional-investor-conference-646527273.html
323,Air Canada and AAR C,https://www.newswire.ca/news-releases/air-canada-and-aar-conclude-500m-cad-agreement-for-airframe-maintenance-in-quebec-canada-645721363.html
324,Air Canada Establish,https://www.newswire.ca/news-releases/air-canada-establishes-new-targets-for-2018-2020-and-provides-update-on-its-loyalty-business-645642583.html
325,Air Canada Provides ,https://www.newswire.ca/news-releases/air-canada-provides-humanitarian-relief-of-essential-supplies-to-regions-affected-by-hurricane-irma-645471113.html
326,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-new-appointment-to-its-board-of-directors-644707993.html
327,Air Canada Announces,https://www.newswire.ca/news-releases/air-canada-announces-appointment-of-catherine-dyer-as-chief-information-officer-644457073.html
328,Air Canada Provides ,https://www.newswire.ca/news-releases/air-canada-provides-further-details-on-amendments-to-long-term-collective-agreement-with-pilots-644261673.html
329,The Air Canada Found,https://www.newswire.ca/news-releases/the-air-canada-foundation-helps-conquer-sexual-exploitation-of-quebec-youth-644219353.html
330,Air Canada Deepens E,https://www.newswire.ca/news-releases/air-canada-deepens-embrace-of-the-emerald-isle-with-expanded-non-stop-services-to-ireland-from-toronto-and-montreal-644157843.html
331,Air Canada Concludes,https://www.newswire.ca/news-releases/air-canada-concludes-win-win-amendments-to-long-term-collective-agreement-with-pilots-644034743.html
332,Air Canada Provides ,https://www.newswire.ca/news-releases/air-canada-provides-update-on-hurricane-irma-644023873.html
333,What's That Silver P,https://www.newswire.ca/news-releases/whats-that-silver-plane-in-the-air-air-canadas-lockheed-10-a-takes-to-the-skies-to-mark-the-airlines-80th-anniversary-643432793.html
334,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-host-2017-investor-day-on-september-19-in-toronto-642986433.html
335,/R E P E A T -- Air ,https://www.newswire.ca/news-releases/r-e-p-e-a-t----air-canada-operating-24-extra-flights-for-customers-impacted-by-hurricane-irma-642974063.html
336,Air Canada Operating,https://www.newswire.ca/news-releases/air-canada-operating-24-extra-flights-for-customers-impacted-by-hurricane-irma-642950693.html
337,Air Canada To Launch,https://www.newswire.ca/news-releases/air-canada-to-launch-new-international-boeing-787-dreamliner-routes-from-vancouver-642379083.html
338,Air Canada Introduce,https://www.newswire.ca/news-releases/air-canada-introduces-montreal-tokyo-non-stop-flights-641516593.html
339,Update - Media Advis,https://www.newswire.ca/news-releases/update---media-advisory---air-canada-to-make-major-montreal-announcement-641487963.html
340,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-make-major-montreal-announcement-641411393.html
341,Air Canada announces,https://www.newswire.ca/news-releases/air-canada-announces-the-longlist-for-canadas-best-new-restaurants-2017-639383333.html
342,Air Canada CEO Sells,https://www.newswire.ca/news-releases/air-canada-ceo-sells-block-of-shares-for-investment-diversification-estate-planning-and-charitable-giving-638592393.html
343,Air Canada Reports R,https://www.newswire.ca/news-releases/air-canada-reports-record-second-quarter-2017-results-637818883.html
344,Air Canada Adds Vanc,https://www.newswire.ca/news-releases/air-canada-adds-vancouver-yellowknife-flights-for-winter-2017-636733433.html
345,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-second-quarter-2017-results-635214643.html
346,Air Canada Named Win,https://www.newswire.ca/news-releases/air-canada-named-winner-in-finance-for-the-2017-airline-strategy-awards-634045773.html
347,Air Canada Foundatio,https://www.newswire.ca/news-releases/air-canada-foundation-raises-more-than-1100000-net-to-help-canadian-childrens-charities-633881933.html
348,Air Canada Sets Reco,https://www.newswire.ca/news-releases/air-canada-sets-record-for-passengers-carried-632864313.html
349,Air Canada Rouge Cel,https://www.newswire.ca/news-releases/air-canada-rouge-celebrates-fourth-birthday-631949163.html
350,Air Canada Celebrate,https://www.newswire.ca/news-releases/air-canada-celebrates-the-inauguration-of-montreal-algiers-flights-631773723.html
351,Air Canada to Inaugu,https://www.newswire.ca/news-releases/air-canada-to-inaugurate-toronto-mumbai-non-stop-service-631753133.html
352,Air Canada Named one,https://www.newswire.ca/news-releases/air-canada-named-one-of-the-50-most-engaged-workplaces-in-north-america-for-second-consecutive-year-631093093.html
353,Air Canada Celebrate,https://www.newswire.ca/news-releases/air-canada-celebrates-first-montreal-tel-aviv-flight-630137743.html
354,Air Canada Launches ,https://www.newswire.ca/news-releases/air-canada-launches-cool-new-summer-destination-iceland-629881143.html
355,Air Canada Named Bes,https://www.newswire.ca/news-releases/air-canada-named-best-airline-in-north-america-by-skytrax-world-airline-awards-at-the-paris-air-show-629642213.html
356,Air Canada inaugurat,https://www.newswire.ca/news-releases/air-canada-inaugurates-daily-montreal-washington-dulles-iad-flights-629395623.html
357,Air Canada Proud to ,https://www.newswire.ca/news-releases/air-canada-proud-to-be-a-signature-sponsor-of-the-invictus-games-toronto-2017-628685883.html
358,Air Canada Offers Su,https://www.newswire.ca/news-releases/air-canada-offers-summer-traveltips-628140383.html
359,Air Canada Inaugurat,https://www.newswire.ca/news-releases/air-canada-inaugurates-montreal-to-marseille-service-627432013.html
360,Huan ying deng ji! A,https://www.newswire.ca/news-releases/huan-ying-deng-ji-air-canada-inaugurates-daily-year-round-flights-from-vancouver-to-taipei-627290091.html
361,Air Canada to Expand,https://www.newswire.ca/news-releases/air-canada-to-expand-services-to-colombia-this-winter-627000951.html
362,Air Canada Reprices ,https://www.newswire.ca/news-releases/air-canada-reprices-us11-billion-credit-facility-625943303.html
363,Air Canada is gettin,https://www.newswire.ca/news-releases/air-canada-is-getting-its-summer-off-to-an-early-start-with-11-new-international-services-625663194.html
364,Media Advisory - Air,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-national-bank-financial-7th-annual-quebec-conference-624616763.html
365,Air Canada Renews No,https://www.newswire.ca/news-releases/air-canada-renews-normal-course-issuer-bid-624591403.html
366,Air Canada Launches ,https://www.newswire.ca/news-releases/air-canada-launches-see-canada-in-celebration-of-the-countrys-150th-anniversary-623890053.html
367,Air Canada Flights N,https://www.newswire.ca/news-releases/air-canada-flights-now-located-at-los-angeles-airport-terminal-6-622830903.html
